"action_type","lat","lon","playoffs","season","shot_distance","shot_made_flag","shot_type","opponent","attendance","arena_temp","avgnoisedb","time_remaining_period","game_time"
"Jump Shot",33.9923,-118.3298,0,"2010",7,0,"2PT Field Goal","ATL",13735,71,94.47,384,336
"Driving Reverse Layup Shot",34.0403,-118.2938,0,"2010",2,1,"2PT Field Goal","ATL",13735,71,94.47,275,445
"Jump Shot",33.7903,-118.3678,0,"2010",27,0,"3PT Field Goal","ATL",13735,71,94.47,251,469
"Jump Shot",33.8793,-118.3678,0,"2010",19,0,"2PT Field Goal","ATL",13735,71,94.47,322,1118
"Jump Shot",33.8173,-118.1448,0,"2010",25,1,"3PT Field Goal","ATL",13735,71,94.47,582,1578
"Jump Shot",33.9323,-118.5038,0,"2010",25,0,"3PT Field Goal","ATL",13735,71,94.47,309,1851
"Jump Shot",33.9323,-118.0468,0,"2010",24,1,"3PT Field Goal","ATL",13735,71,94.47,20,2140
"Jump Shot",33.9673,-118.3428,0,"2010",10,0,"2PT Field Goal","POR",12904,67,94.13,667,53
"Pullup Bank shot",34.0163,-118.1788,0,"2010",9,0,"2PT Field Goal","POR",12904,67,94.13,353,367
"Turnaround Jump Shot",33.9433,-118.2778,0,"2010",10,0,"2PT Field Goal","POR",12904,67,94.13,274,446
"Pullup Jump shot",33.8523,-118.2278,0,"2010",19,0,"2PT Field Goal","POR",12904,67,94.13,246,474
"Fadeaway Jump Shot",33.9363,-118.4168,0,"2010",18,1,"2PT Field Goal","POR",12904,67,94.13,124,596
"Fadeaway Jump Shot",34.0473,-118.1868,0,"2010",8,1,"2PT Field Goal","POR",12904,67,94.13,83,637
"Running Jump Shot",34.0333,-118.3038,0,"2010",3,0,"2PT Field Goal","POR",12904,67,94.13,0,720
"Jump Shot",33.8383,-118.1758,0,"2010",22,0,"2PT Field Goal","POR",12904,67,94.13,284,1156
"Pullup Jump shot",33.8493,-118.2928,0,"2010",19,1,"2PT Field Goal","POR",12904,67,94.13,198,1242
"Jump Shot",33.8433,-118.4108,0,"2010",24,1,"3PT Field Goal","POR",12904,67,94.13,130,1310
"Jump Shot",33.8793,-118.1178,0,"2010",22,0,"2PT Field Goal","POR",12904,67,94.13,102,1338
"Driving Layup Shot",34.0333,-118.2468,0,"2010",2,0,"2PT Field Goal","POR",12904,67,94.13,60,1380
"Jump Shot",33.4783,-118.2118,0,"2010",56,0,"3PT Field Goal","POR",12904,67,94.13,0,1440
"Jump Shot",33.8993,-118.4638,0,"2010",24,1,"3PT Field Goal","POR",12904,67,94.13,588,1572
"Turnaround Fadeaway shot",33.9013,-118.3748,0,"2010",17,0,"2PT Field Goal","POR",12904,67,94.13,549,1611
"Jump Shot",33.8883,-118.4298,0,"2010",22,1,"2PT Field Goal","POR",12904,67,94.13,419,1741
"Jump Shot",33.8663,-118.4718,0,"2010",26,0,"3PT Field Goal","POR",12904,67,94.13,387,1773
"Turnaround Fadeaway shot",34.0083,-118.1298,0,"2010",14,1,"2PT Field Goal","POR",12904,67,94.13,252,1908
"Jump Shot",33.8003,-118.2228,0,"2010",24,0,"3PT Field Goal","POR",12904,67,94.13,550,2330
"Jump Shot",33.8433,-118.2338,0,"2010",20,0,"2PT Field Goal","POR",12904,67,94.13,370,2510
"Pullup Jump shot",33.8793,-118.1668,0,"2010",19,1,"2PT Field Goal","POR",12904,67,94.13,279,2601
"Turnaround Fadeaway shot",34.0303,-118.1758,0,"2010",9,1,"2PT Field Goal","POR",12904,67,94.13,46,2834
"Fadeaway Jump Shot",33.9133,-118.3458,0,"2010",15,1,"2PT Field Goal","POR",12904,67,94.13,4,2876
"Jump Shot",33.9833,-118.3728,0,"2010",11,0,"2PT Field Goal","POR",12904,67,94.13,111,3489
"Jump Shot",33.9593,-118.2568,0,"2010",8,1,"2PT Field Goal","POR",12904,67,94.13,27,3573
"Jump Shot",33.9393,-118.3588,0,"2010",13,1,"2PT Field Goal","LAC",13997,70,94.88,701,19
"Pullup Jump shot",33.9433,-118.1918,0,"2010",12,1,"2PT Field Goal","LAC",13997,70,94.88,601,119
"Jump Shot",33.8683,-118.0778,0,"2010",26,0,"3PT Field Goal","LAC",13997,70,94.88,530,190
"Turnaround Fadeaway shot",33.9803,-118.4108,0,"2010",15,0,"2PT Field Goal","LAC",13997,70,94.88,198,522
"Jump Shot",33.8773,-118.2338,0,"2010",17,0,"2PT Field Goal","LAC",13997,70,94.88,332,1108
"Jump Bank Shot",34.0163,-118.2858,0,"2010",3,0,"2PT Field Goal","LAC",13997,70,94.88,579,1581
"Jump Shot",33.9263,-118.4628,0,"2010",22,1,"2PT Field Goal","LAC",13997,70,94.88,519,1641
"Jump Shot",33.8133,-118.1758,0,"2010",24,1,"3PT Field Goal","LAC",13997,70,94.88,428,1732
"Jump Shot",33.8473,-118.4358,0,"2010",25,0,"3PT Field Goal","LAC",13997,70,94.88,398,1762
"Fadeaway Jump Shot",33.8773,-118.2028,0,"2010",17,1,"2PT Field Goal","LAC",13997,70,94.88,262,1898
"Jump Shot",33.7733,-118.2168,0,"2010",27,1,"3PT Field Goal","LAC",13997,70,94.88,226,1934
"Jump Shot",33.7983,-118.1568,0,"2010",27,0,"3PT Field Goal","LAC",13997,70,94.88,193,1967
"Floating Jump shot",34.0133,-118.2798,0,"2010",3,1,"2PT Field Goal","LAC",13997,70,94.88,83,2077
"Jump Shot",33.8713,-118.4448,0,"2010",24,0,"3PT Field Goal","OKC",13075,70,94.77,681,39
"Fadeaway Jump Shot",33.8843,-118.2458,0,"2010",16,0,"2PT Field Goal","OKC",13075,70,94.77,627,93
"Jump Shot",34.0473,-118.0988,0,"2010",17,0,"2PT Field Goal","OKC",13075,70,94.77,502,218
"Turnaround Jump Shot",34.0413,-118.3858,0,"2010",11,1,"2PT Field Goal","OKC",13075,70,94.77,405,315
"Fadeaway Jump Shot",33.9043,-118.3018,0,"2010",14,1,"2PT Field Goal","OKC",13075,70,94.77,320,400
"Jump Shot",34.0293,-118.0468,0,"2010",22,0,"3PT Field Goal","OKC",13075,70,94.77,316,1124
"Jump Shot",34.0443,-118.4608,0,"2010",19,1,"2PT Field Goal","OKC",13075,70,94.77,234,1206
"Jump Shot",33.8883,-118.4638,0,"2010",24,0,"3PT Field Goal","OKC",13075,70,94.77,666,1494
"Driving Finger Roll Layup Shot",34.0383,-118.2688,0,"2010",0,1,"2PT Field Goal","OKC",13075,70,94.77,585,1575
"Jump Shot",33.8683,-118.0558,0,"2010",27,0,"3PT Field Goal","OKC",13075,70,94.77,396,1764
"Fadeaway Jump Shot",33.9313,-118.2088,0,"2010",12,1,"2PT Field Goal","OKC",13075,70,94.77,266,1894
"Jump Shot",34.0333,-118.4988,0,"2010",22,0,"3PT Field Goal","OKC",13075,70,94.77,563,2317
"Fadeaway Jump Shot",33.9393,-118.3568,0,"2010",13,0,"2PT Field Goal","OKC",13075,70,94.77,456,2424
"Turnaround Fadeaway shot",33.8393,-118.2848,0,"2010",20,0,"2PT Field Goal","OKC",13075,70,94.77,425,2455
"Running Bank shot",34.0113,-118.3378,0,"2010",7,1,"2PT Field Goal","OKC",13075,70,94.77,356,2524
"Jump Shot",33.8603,-118.1048,0,"2010",24,1,"3PT Field Goal","OKC",13075,70,94.77,278,2602
"Pullup Jump shot",33.9513,-118.0578,0,"2010",23,0,"2PT Field Goal","OKC",13075,70,94.77,145,2735
"Jump Shot",33.9363,-118.0808,0,"2010",21,0,"2PT Field Goal","OKC",13075,70,94.77,102,2778
"Driving Layup Shot",34.0403,-118.2598,0,"2010",1,0,"2PT Field Goal","OKC",13075,70,94.77,65,2815
"Turnaround Jump Shot",34.0253,-118.1508,0,"2010",12,0,"2PT Field Goal","MIN",15076,67,94.36,614,106
"Pullup Jump shot",33.9013,-118.3918,0,"2010",18,0,"2PT Field Goal","MIN",15076,67,94.36,490,230
"Jump Shot",33.8953,-118.3978,0,"2010",19,1,"2PT Field Goal","MIN",15076,67,94.36,258,462
"Jump Shot",33.8843,-118.2828,0,"2010",16,1,"2PT Field Goal","MIN",15076,67,94.36,141,1299
"Turnaround Fadeaway shot",33.9283,-118.2678,0,"2010",11,0,"2PT Field Goal","MIN",15076,67,94.36,109,1331
"Jump Shot",33.8883,-118.4578,0,"2010",24,0,"3PT Field Goal","MIN",15076,67,94.36,643,1517
"Jump Shot",33.8243,-118.1638,0,"2010",24,0,"3PT Field Goal","MIN",15076,67,94.36,532,1628
"Running Jump Shot",33.9913,-118.1998,0,"2010",8,0,"2PT Field Goal","MIN",15076,67,94.36,497,1663
"Pullup Jump shot",33.9173,-118.3898,0,"2010",17,1,"2PT Field Goal","MIN",15076,67,94.36,430,1730
"Driving Dunk Shot",34.0293,-118.2738,0,"2010",1,1,"2PT Field Goal","MIN",15076,67,94.36,214,1946
"Pullup Jump shot",33.9343,-118.1668,0,"2010",15,1,"2PT Field Goal","MIN",15076,67,94.36,151,2009
"Step Back Jump shot",33.8953,-118.2548,0,"2010",14,0,"2PT Field Goal","MIN",15076,67,94.36,345,2535
"Pullup Jump shot",33.9023,-118.1368,0,"2010",19,1,"2PT Field Goal","MIN",15076,67,94.36,63,2817
"Fadeaway Jump Shot",33.9963,-118.2598,0,"2010",4,0,"2PT Field Goal","CHA",14960,70,94.44,701,19
"Jump Shot",33.9093,-118.1538,0,"2010",17,0,"2PT Field Goal","CHA",14960,70,94.44,572,148
"Hook Shot",34.0213,-118.2688,0,"2010",2,0,"2PT Field Goal","CHA",14960,70,94.44,540,180
"Jump Shot",33.9403,-118.1178,0,"2010",18,1,"2PT Field Goal","CHA",14960,70,94.44,462,258
"Driving Layup Shot",34.0403,-118.2468,0,"2010",2,1,"2PT Field Goal","CHA",14960,70,94.44,416,304
"Jump Shot",33.7863,-118.2608,0,"2010",25,0,"3PT Field Goal","CHA",14960,70,94.44,378,342
"Jump Shot",33.8253,-118.3158,0,"2010",22,0,"2PT Field Goal","CHA",14960,70,94.44,363,357
"Jump Shot",34.0133,-118.2718,0,"2010",3,0,"2PT Field Goal","CHA",14960,70,94.44,295,425
"Jump Shot",34.0143,-118.2358,0,"2010",4,0,"2PT Field Goal","CHA",14960,70,94.44,196,524
"Turnaround Fadeaway shot",34.0183,-118.3918,0,"2010",12,1,"2PT Field Goal","CHA",14960,70,94.44,44,676
"Turnaround Fadeaway shot",33.9963,-118.3128,0,"2010",6,1,"2PT Field Goal","CHA",14960,70,94.44,21,699
"Jump Shot",33.8463,-118.1978,0,"2010",21,0,"2PT Field Goal","CHA",14960,70,94.44,230,1210
"Jump Shot",34.0033,-118.3018,0,"2010",5,0,"2PT Field Goal","CHA",14960,70,94.44,216,1224
"Layup Shot",34.0433,-118.2468,0,"2010",2,1,"2PT Field Goal","CHA",14960,70,94.44,109,1331
"Jump Shot",34.0073,-118.2308,0,"2010",5,0,"2PT Field Goal","CHA",14960,70,94.44,71,1369
"Jump Shot",33.8953,-118.1918,0,"2010",16,0,"2PT Field Goal","CHA",14960,70,94.44,683,1477
"Jump Shot",33.8193,-118.3868,0,"2010",25,0,"3PT Field Goal","CHA",14960,70,94.44,204,1956
"Turnaround Bank shot",34.0113,-118.3178,0,"2010",5,1,"2PT Field Goal","CHA",14960,70,94.44,162,1998
"Jump Shot",34.0443,-118.5088,0,"2010",23,1,"3PT Field Goal","CHA",14960,70,94.44,123,2037
"Turnaround Bank shot",34.0333,-118.1978,0,"2010",7,1,"2PT Field Goal","CHA",14960,70,94.44,31,2129
"Jump Shot",33.9073,-118.4188,0,"2010",20,0,"2PT Field Goal","SAS",14706,72,96.92,500,220
"Jump Shot",34.0163,-118.1708,0,"2010",10,0,"2PT Field Goal","SAS",14706,72,96.92,493,227
"Fadeaway Jump Shot",33.9973,-118.1868,0,"2010",9,0,"2PT Field Goal","SAS",14706,72,96.92,471,249
"Jump Shot",33.9833,-118.1268,0,"2010",15,1,"2PT Field Goal","SAS",14706,72,96.92,377,343
"Pullup Jump shot",34.0253,-118.3678,0,"2010",9,1,"2PT Field Goal","SAS",14706,72,96.92,348,372
"Jump Shot",33.8413,-118.2298,0,"2010",20,0,"2PT Field Goal","SAS",14706,72,96.92,218,502
"Layup Shot",34.0413,-118.3018,0,"2010",3,1,"2PT Field Goal","SAS",14706,72,96.92,212,508
"Turnaround Jump Shot",34.0463,-118.1458,0,"2010",12,1,"2PT Field Goal","SAS",14706,72,96.92,172,548
"Jump Shot",33.8953,-118.4638,0,"2010",24,0,"3PT Field Goal","SAS",14706,72,96.92,40,680
"Jump Shot",34.0333,-118.1098,0,"2010",16,1,"2PT Field Goal","SAS",14706,72,96.92,322,1118
"Jump Shot",33.9843,-118.3898,0,"2010",13,0,"2PT Field Goal","SAS",14706,72,96.92,288,1152
"Turnaround Bank shot",34.0243,-118.3488,0,"2010",8,1,"2PT Field Goal","SAS",14706,72,96.92,263,1177
"Jump Shot",34.0183,-118.0338,0,"2010",23,1,"3PT Field Goal","SAS",14706,72,96.92,197,1243
"Step Back Jump shot",33.8983,-118.2438,0,"2010",14,1,"2PT Field Goal","SAS",14706,72,96.92,165,1275
"Jump Shot",33.7763,-118.2518,0,"2010",26,0,"3PT Field Goal","SAS",14706,72,96.92,1,1439
"Jump Shot",34.0083,-118.1318,0,"2010",14,0,"2PT Field Goal","SAS",14706,72,96.92,654,1506
"Jump Shot",34.0473,-118.1428,0,"2010",12,1,"2PT Field Goal","SAS",14706,72,96.92,646,1514
"Jump Shot",33.9013,-118.0968,0,"2010",22,0,"2PT Field Goal","SAS",14706,72,96.92,576,1584
"Turnaround Jump Shot",34.0493,-118.1298,0,"2010",14,0,"2PT Field Goal","SAS",14706,72,96.92,206,1954
"Turnaround Jump Shot",33.9973,-118.1098,0,"2010",16,1,"2PT Field Goal","SAS",14706,72,96.92,160,2000
"Pullup Jump shot",33.8873,-118.1398,0,"2010",20,0,"2PT Field Goal","SAS",14706,72,96.92,126,2034
"Jump Shot",33.9363,-118.4168,0,"2010",18,1,"2PT Field Goal","SAS",14706,72,96.92,245,2635
"Jump Shot",33.9013,-118.4158,0,"2010",20,0,"2PT Field Goal","SAS",14706,72,96.92,194,2686
"Turnaround Fadeaway shot",33.9753,-118.1618,0,"2010",12,1,"2PT Field Goal","ATL",16088,69,95.78,225,495
"Driving Layup Shot",34.0293,-118.2888,0,"2010",2,0,"2PT Field Goal","ATL",16088,69,95.78,333,1107
"Jump Shot",34.0293,-118.4738,0,"2010",20,0,"2PT Field Goal","ATL",16088,69,95.78,328,1112
"Turnaround Jump Shot",33.9783,-118.2738,0,"2010",6,1,"2PT Field Goal","ATL",16088,69,95.78,294,1146
"Jump Shot",33.8663,-118.2378,0,"2010",18,1,"2PT Field Goal","ATL",16088,69,95.78,191,1249
"Jump Shot",33.8473,-118.1588,0,"2010",22,1,"2PT Field Goal","ATL",16088,69,95.78,156,1284
"Jump Shot",33.8663,-118.1698,0,"2010",20,0,"2PT Field Goal","ATL",16088,69,95.78,89,1351
"Driving Layup Shot",34.0243,-118.2498,0,"2010",2,1,"2PT Field Goal","ATL",16088,69,95.78,71,1369
"Fadeaway Jump Shot",34.0293,-118.0888,0,"2010",18,0,"2PT Field Goal","ATL",16088,69,95.78,34,1406
"Jump Shot",33.9043,-118.0558,0,"2010",25,0,"3PT Field Goal","ATL",16088,69,95.78,515,1645
"Turnaround Jump Shot",33.8963,-118.3368,0,"2010",16,0,"2PT Field Goal","ATL",16088,69,95.78,477,1683
"Jump Shot",34.0353,-118.4978,0,"2010",22,0,"3PT Field Goal","ATL",16088,69,95.78,255,1905
"Jump Shot",33.8493,-118.1158,0,"2010",24,0,"3PT Field Goal","ATL",16088,69,95.78,174,1986
"Fadeaway Jump Shot",33.8933,-118.1188,0,"2010",21,0,"2PT Field Goal","ATL",16088,69,95.78,346,2534
"Fadeaway Jump Shot",33.9783,-118.2578,0,"2010",6,0,"2PT Field Goal","ATL",16088,69,95.78,313,2567
"Jump Shot",33.9843,-118.0288,0,"2010",24,1,"3PT Field Goal","ATL",16088,69,95.78,200,2680
"Jump Shot",33.8933,-118.3868,0,"2010",19,1,"2PT Field Goal","MIA",14138,67,94.43,601,119
"Jump Shot",33.8093,-118.1568,0,"2010",26,1,"3PT Field Goal","MIA",14138,67,94.43,543,177
"Running Dunk Shot",34.0223,-118.2528,0,"2010",2,1,"2PT Field Goal","MIA",14138,67,94.43,506,214
"Jump Shot",33.7903,-118.2498,0,"2010",25,1,"3PT Field Goal","MIA",14138,67,94.43,509,931
"Layup Shot",34.0413,-118.2458,0,"2010",2,1,"2PT Field Goal","MIA",14138,67,94.43,293,1147
"Jump Shot",33.8683,-118.4088,0,"2010",22,0,"2PT Field Goal","MIA",14138,67,94.43,221,1219
"Jump Shot",34.0333,-118.3518,0,"2010",8,0,"2PT Field Goal","MIA",14138,67,94.43,39,1401
"Turnaround Jump Shot",33.9753,-118.3788,0,"2010",12,0,"2PT Field Goal","MIA",14138,67,94.43,567,1593
"Jump Shot",33.8383,-118.1148,0,"2010",25,0,"3PT Field Goal","MIA",14138,67,94.43,512,1648
"Jump Shot",33.8883,-118.1288,0,"2010",21,0,"2PT Field Goal","MIA",14138,67,94.43,407,1753
"Jump Shot",34.0413,-118.3208,0,"2010",5,0,"2PT Field Goal","MIA",14138,67,94.43,90,2070
"Jump Shot",34.0143,-118.4988,0,"2010",23,1,"3PT Field Goal","MIA",14138,67,94.43,248,2632
"Fadeaway Jump Shot",33.9183,-118.3708,0,"2010",16,0,"2PT Field Goal","MIA",14138,67,94.43,201,2679
"Jump Shot",33.9673,-118.4978,0,"2010",24,0,"3PT Field Goal","MIA",14138,67,94.43,66,2814
"Jump Shot",33.7793,-118.1668,0,"2010",28,0,"3PT Field Goal","MIA",14138,67,94.43,20,2860
"Jump Shot",33.9063,-118.4078,0,"2010",19,0,"2PT Field Goal","MIA",14138,67,94.43,10,2870
"Jump Shot",33.8133,-118.1788,0,"2010",24,0,"3PT Field Goal","DAL",14174,71,94.5,376,344
"Floating Jump shot",33.9693,-118.2228,0,"2010",8,1,"2PT Field Goal","DAL",14174,71,94.5,348,372
"Driving Bank shot",34.0143,-118.2928,0,"2010",3,0,"2PT Field Goal","DAL",14174,71,94.5,292,428
"Jump Shot",33.9213,-118.1038,0,"2010",20,0,"2PT Field Goal","DAL",14174,71,94.5,193,527
"Turnaround Jump Shot",33.9363,-118.3218,0,"2010",11,0,"2PT Field Goal","DAL",14174,71,94.5,155,565
"Jump Shot",33.9993,-118.1568,0,"2010",12,1,"2PT Field Goal","DAL",14174,71,94.5,274,1166
"Turnaround Jump Shot",33.9123,-118.2568,0,"2010",13,1,"2PT Field Goal","DAL",14174,71,94.5,203,1237
"Jump Shot",33.8883,-118.0798,0,"2010",24,0,"3PT Field Goal","DAL",14174,71,94.5,139,1301
"Jump Shot",34.0403,-118.3708,0,"2010",10,0,"2PT Field Goal","DAL",14174,71,94.5,107,1333
"Driving Dunk Shot",34.0383,-118.2738,0,"2010",0,1,"2PT Field Goal","DAL",14174,71,94.5,53,1387
"Floating Jump shot",33.8953,-118.2278,0,"2010",15,0,"2PT Field Goal","DAL",14174,71,94.5,706,1454
"Layup Shot",34.0373,-118.2458,0,"2010",2,0,"2PT Field Goal","DAL",14174,71,94.5,427,1733
"Floating Jump shot",33.9993,-118.2928,0,"2010",5,1,"2PT Field Goal","DAL",14174,71,94.5,333,1827
"Jump Shot",33.9283,-118.3888,0,"2010",16,0,"2PT Field Goal","DAL",14174,71,94.5,122,2038
"Jump Shot",33.8413,-118.1778,0,"2010",22,0,"2PT Field Goal","DAL",14174,71,94.5,338,2542
"Fadeaway Jump Shot",34.0213,-118.0908,0,"2010",18,1,"2PT Field Goal","DAL",14174,71,94.5,164,2716
"Jump Shot",33.8253,-118.2418,0,"2010",22,0,"2PT Field Goal","DAL",14174,71,94.5,120,2760
"Jump Shot",33.8953,-118.1868,0,"2010",17,0,"2PT Field Goal","DAL",14174,71,94.5,55,2825
"Jump Shot",33.8473,-118.4328,0,"2010",25,0,"3PT Field Goal","ORL",14047,69,94.83,670,50
"Jump Shot",33.9153,-118.3758,0,"2010",16,0,"2PT Field Goal","ORL",14047,69,94.83,562,158
"Jump Shot",34.0133,-118.3428,0,"2010",7,0,"2PT Field Goal","ORL",14047,69,94.83,506,214
"Jump Shot",33.8983,-118.1568,0,"2010",18,0,"2PT Field Goal","ORL",14047,69,94.83,268,452
"Jump Bank Shot",33.9813,-118.2388,0,"2010",7,1,"2PT Field Goal","ORL",14047,69,94.83,173,547
"Jump Shot",33.9433,-118.4078,0,"2010",17,0,"2PT Field Goal","ORL",14047,69,94.83,327,1113
"Fadeaway Jump Shot",34.0323,-118.3998,0,"2010",13,0,"2PT Field Goal","ORL",14047,69,94.83,206,1234
"Jump Shot",33.9283,-118.2458,0,"2010",11,0,"2PT Field Goal","ORL",14047,69,94.83,154,1286
"Fadeaway Jump Shot",33.9733,-118.3758,0,"2010",12,0,"2PT Field Goal","ORL",14047,69,94.83,68,1372
"Floating Jump shot",33.9813,-118.2748,0,"2010",6,0,"2PT Field Goal","ORL",14047,69,94.83,548,1612
"Jump Shot",33.8443,-118.2578,0,"2010",20,1,"2PT Field Goal","ORL",14047,69,94.83,521,1639
"Jump Shot",33.9583,-118.1408,0,"2010",15,0,"2PT Field Goal","ORL",14047,69,94.83,444,1716
"Fadeaway Jump Shot",34.0473,-118.3698,0,"2010",10,1,"2PT Field Goal","ORL",14047,69,94.83,243,1917
"Jump Shot",33.9213,-118.1728,0,"2010",15,1,"2PT Field Goal","ORL",14047,69,94.83,196,1964
"Jump Shot",33.9863,-118.3598,0,"2010",10,1,"2PT Field Goal","ORL",14047,69,94.83,117,2043
"Jump Shot",33.8633,-118.2218,0,"2010",18,0,"2PT Field Goal","ORL",14047,69,94.83,92,2068
"Jump Shot",34.0073,-118.4188,0,"2010",15,0,"2PT Field Goal","ORL",14047,69,94.83,313,2567
"Jump Shot",33.8433,-118.3538,0,"2010",21,0,"2PT Field Goal","MIN",14233,71,95.04,696,24
"Jump Shot",33.8903,-118.1698,0,"2010",18,0,"2PT Field Goal","MIN",14233,71,95.04,437,283
"Jump Shot",33.9093,-118.1788,0,"2010",16,0,"2PT Field Goal","MIN",14233,71,95.04,341,379
"Layup Shot",34.0333,-118.2958,0,"2010",2,0,"2PT Field Goal","MIN",14233,71,95.04,154,566
"Jump Shot",33.9173,-118.1258,0,"2010",19,0,"2PT Field Goal","MIN",14233,71,95.04,144,1296
"Jump Shot",33.7793,-118.3778,0,"2010",28,1,"3PT Field Goal","MIN",14233,71,95.04,53,1387
"Jump Shot",33.7723,-118.2688,0,"2010",27,1,"3PT Field Goal","MIN",14233,71,95.04,32,1408
"Jump Shot",33.7943,-118.3488,0,"2010",26,0,"3PT Field Goal","MIN",14233,71,95.04,270,1890
"Jump Shot",33.8883,-118.1588,0,"2010",19,0,"2PT Field Goal","MIN",14233,71,95.04,245,1915
"Jump Shot",33.9283,-118.2718,0,"2010",11,1,"2PT Field Goal","MIN",14233,71,95.04,189,1971
"Running Reverse Layup Shot",34.0443,-118.2928,0,"2010",2,1,"2PT Field Goal","MIN",14233,71,95.04,46,2114
"Jump Shot",33.8193,-118.1258,0,"2010",26,0,"3PT Field Goal","MIN",14233,71,95.04,17,2143
"Jump Shot",33.9013,-118.1668,0,"2010",17,1,"2PT Field Goal","MIN",14233,71,95.04,342,2538
"Jump Shot",33.8843,-118.3968,0,"2010",20,0,"2PT Field Goal","MIN",14233,71,95.04,86,2794
"Jump Shot",33.8993,-118.1788,0,"2010",17,1,"2PT Field Goal","POR",14230,68,96.27,540,180
"Jump Shot",33.9373,-118.1588,0,"2010",15,1,"2PT Field Goal","POR",14230,68,96.27,337,383
"Jump Shot",33.9203,-118.4898,0,"2010",25,1,"3PT Field Goal","POR",14230,68,96.27,225,495
"Jump Shot",34.0273,-118.4008,0,"2010",13,0,"2PT Field Goal","POR",14230,68,96.27,150,570
"Jump Shot",33.9133,-118.0608,0,"2010",24,1,"3PT Field Goal","POR",14230,68,96.27,143,1297
"Jump Shot",33.8313,-118.4448,0,"2010",27,0,"3PT Field Goal","POR",14230,68,96.27,97,1343
"Jump Shot",34.0463,-118.0388,0,"2010",23,0,"3PT Field Goal","POR",14230,68,96.27,4,1436
"Jump Shot",34.0133,-118.4058,0,"2010",13,0,"2PT Field Goal","POR",14230,68,96.27,642,1518
"Jump Shot",33.9723,-118.3178,0,"2010",8,0,"2PT Field Goal","POR",14230,68,96.27,554,1606
"Layup Shot",34.0443,-118.2888,0,"2010",1,0,"2PT Field Goal","POR",14230,68,96.27,471,1689
"Jump Shot",34.0443,-118.4008,0,"2010",13,0,"2PT Field Goal","POR",14230,68,96.27,379,1781
"Jump Shot",33.8273,-118.4658,0,"2010",29,0,"3PT Field Goal","POR",14230,68,96.27,525,2355
"Jump Shot",34.0193,-118.3408,0,"2010",7,1,"2PT Field Goal","POR",14230,68,96.27,491,2389
"Driving Reverse Layup Shot",34.0443,-118.2848,0,"2010",1,1,"2PT Field Goal","POR",14230,68,96.27,259,2621
"Jump Shot",33.9473,-118.1678,0,"2010",14,0,"2PT Field Goal","POR",14230,68,96.27,168,2712
"Dunk Shot",34.0443,-118.2638,0,"2010",0,1,"2PT Field Goal","POR",14230,68,96.27,142,2738
"Floating Jump shot",34.0143,-118.3378,0,"2010",7,1,"2PT Field Goal","POR",14230,68,96.27,71,2809
"Fadeaway Jump Shot",34.0183,-118.1368,0,"2010",13,1,"2PT Field Goal","POR",14230,68,96.27,32,2848
"Driving Layup Shot",34.0253,-118.2658,0,"2010",1,1,"2PT Field Goal","PHX",15187,70,96.65,512,208
"Jump Shot",33.9733,-118.2878,0,"2010",7,0,"2PT Field Goal","PHX",15187,70,96.65,495,225
"Jump Shot",33.8933,-118.0718,0,"2010",24,0,"3PT Field Goal","PHX",15187,70,96.65,368,352
"Jump Shot",33.8613,-118.3238,0,"2010",19,0,"2PT Field Goal","PHX",15187,70,96.65,303,417
"Jump Shot",33.9613,-118.4388,0,"2010",18,1,"2PT Field Goal","PHX",15187,70,96.65,307,1133
"Fadeaway Jump Shot",33.9613,-118.2698,0,"2010",8,1,"2PT Field Goal","PHX",15187,70,96.65,79,1361
"Jump Shot",33.9533,-118.4028,0,"2010",16,0,"2PT Field Goal","PHX",15187,70,96.65,678,1482
"Pullup Jump shot",33.9813,-118.3698,0,"2010",11,1,"2PT Field Goal","PHX",15187,70,96.65,582,1578
"Pullup Jump shot",33.8473,-118.2408,0,"2010",19,1,"2PT Field Goal","PHX",15187,70,96.65,525,1635
"Jump Shot",33.9863,-118.3108,0,"2010",7,0,"2PT Field Goal","PHX",15187,70,96.65,425,1735
"Jump Shot",33.7973,-118.2808,0,"2010",24,1,"3PT Field Goal","PHX",15187,70,96.65,346,1814
"Jump Shot",33.8433,-118.0938,0,"2010",26,1,"3PT Field Goal","PHX",15187,70,96.65,280,1880
"Jump Shot",33.9283,-118.2278,0,"2010",12,1,"2PT Field Goal","PHX",15187,70,96.65,325,2555
"Running Jump Shot",33.9073,-118.1808,0,"2010",16,1,"2PT Field Goal","PHX",15187,70,96.65,299,2581
"Jump Shot",34.0323,-118.0698,0,"2010",20,0,"2PT Field Goal","PHX",15187,70,96.65,270,2610
"Pullup Jump shot",33.8713,-118.3558,0,"2010",19,1,"2PT Field Goal","PHX",15187,70,96.65,77,2803
"Jump Shot",33.9783,-118.2088,0,"2010",8,0,"2PT Field Goal","PHX",15187,70,96.65,10,2870
"Jump Shot",33.9973,-118.3458,0,"2010",8,0,"2PT Field Goal","PHX",15187,70,96.65,209,3391
"Jump Bank Shot",34.0113,-118.4038,0,"2010",13,0,"2PT Field Goal","PHX",15187,70,96.65,201,3399
"Jump Shot",33.8663,-118.4408,0,"2010",24,0,"3PT Field Goal","PHX",15187,70,96.65,14,3586
