action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,rannum,action_type_int,combined_shot_type_int,shot_type_int,shot_zone_are_int,shot_zone_basic_int,shot_zone_range_int,opponent_int,time_remaining_period,game_time,log_lat,log_shot_distance,log_loc_y,season,Obs,shot_not_made_probability,shot_made_probability,_INTO_
Driving Dunk Shot,Dunk,295,21100589,34.0413,0,3,-118.2698,9,3,0,28,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/9/2012,LAL @ MIN,MIN,19023,16288,71,96.95,19020,5,2,1,2,6,5,17,568,1592,3.5275744933,-6.907755279,3.8712010109,2011,15970,0.3140554363,0.6859445637,1
Jump Shot,Jump Shot,321,21100589,33.9923,29,52,-118.2408,5,3,0,3,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/9/2012,LAL @ MIN,MIN,19025,16288,71,96.95,19022,26,4,1,2,3,5,17,303,1857,3.5261340284,1.6096378924,4.5747109785,2011,15972,0.4690526828,0.5309473172,1
Jump Shot,Jump Shot,361,21100589,33.8803,184,164,-118.0858,1,3,0,50,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/9/2012,LAL @ MIN,MIN,19027,16288,71,96.95,19024,26,4,2,5,1,2,17,110,2050,3.5228337245,3.1780954961,5.342334252,2011,15974,0.5800198921,0.4199801079,0
Jump Shot,Jump Shot,380,21100589,33.6853,173,359,-118.0968,0,3,0,1,39,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/9/2012,LAL @ MIN,MIN,19030,16288,71,96.95,19026,26,4,2,5,1,2,17,1,2159,3.5170615404,3.6635872868,6.001414878,2011,15976,0.6955666299,0.3044333701,0
Jump Shot,Jump Shot,454,21100589,33.8983,-147,146,-118.4168,4,4,0,38,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/9/2012,LAL @ MIN,MIN,19032,16288,71,96.95,19028,26,4,1,3,5,1,17,278,2602,3.5233648656,2.9957822723,5.252273428,2011,15978,0.5410307961,0.4589692039,0
Layup Shot,Layup,11,21100604,34.0273,13,17,-118.2568,10,1,0,23,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/11/2012,LAL vs. BOS,BOS,19034,14238,75,97.09,19034,27,5,1,2,6,5,3,623,97,3.5271631436,0.6936470556,4.127134385,2011,15980,0.4044972947,0.5955027053,1
Driving Layup Shot,Layup,78,21100604,34.0413,20,3,-118.2498,3,1,0,20,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/11/2012,LAL vs. BOS,BOS,19036,14238,75,97.09,19036,12,5,1,2,6,5,3,200,520,3.5275744933,0.6936470556,3.8712010109,2011,15982,0.4708047377,0.5291952623,1
Jump Shot,Jump Shot,107,21100604,33.9993,-19,45,-118.2888,1,1,0,10,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/11/2012,LAL vs. BOS,BOS,19039,14238,75,97.09,19038,26,4,1,2,3,5,3,70,650,3.5263399362,1.3865443299,4.4998096703,2011,15984,0.4506785722,0.5493214278,1
Running Jump Shot,Jump Shot,208,21100604,33.9783,31,66,-118.2388,3,2,0,14,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/11/2012,LAL vs. BOS,BOS,19042,14238,75,97.09,19040,41,4,1,2,3,5,3,194,1246,3.5257220856,1.946052996,4.7095302013,2011,15986,0.4224765958,0.5775234042,1
Jump Shot,Jump Shot,247,21100604,34.0103,106,34,-118.1638,0,2,0,3,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/11/2012,LAL vs. BOS,BOS,19044,14238,75,97.09,19042,26,4,1,6,5,3,3,3,1437,3.5266634199,2.3979861778,4.3694478525,2011,15988,0.5007540513,0.4992459487,0
Jump Shot,Jump Shot,345,21100604,33.8803,187,164,-118.0828,1,3,0,25,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/11/2012,LAL vs. BOS,BOS,19047,14238,75,97.09,19044,26,4,2,5,1,2,3,85,2075,3.5228337245,3.1780954961,5.342334252,2011,15990,0.5653696374,0.4346303626,0
Jump Shot,Jump Shot,427,21100604,33.8033,72,241,-118.1978,6,4,0,13,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/11/2012,LAL vs. BOS,BOS,19049,14238,75,97.09,19046,26,4,2,2,1,2,3,373,2507,3.5205584309,3.2189158241,5.6559918108,2011,15992,0.5860550752,0.4139449248,0
Fadeaway Jump Shot,Jump Shot,471,21100604,33.9893,-75,55,-118.3448,2,4,0,16,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/11/2012,LAL vs. BOS,BOS,19052,14238,75,97.09,19048,17,4,1,4,3,3,3,136,2744,3.5260457692,2.1973356823,4.605170186,2011,15994,0.4985450305,0.5014549695,1
Jump Shot,Jump Shot,74,21100621,33.9203,-10,124,-118.2798,3,1,0,17,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19055,15302,72,95.74,19054,26,4,1,2,3,3,14,197,523,3.5240136552,2.4849899796,5.1298987149,2011,15996,0.5060962221,0.4939037779,0
Driving Slam Dunk S,Dunk,241,21100621,34.0443,1,0,-118.2688,0,2,0,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19058,15302,72,95.74,19056,14,2,1,2,6,5,14,9,1431,3.5276626177,-6.907755279,3.8066624898,2011,15998,0.3355132047,0.6644867953,1
Jump Shot,Jump Shot,263,21100621,33.8963,-57,148,-118.3268,10,3,0,3,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19060,15302,72,95.74,19058,26,4,1,2,5,3,14,603,1557,3.5233058639,2.7081168655,5.2626901889,2011,16000,0.4997614585,0.5002385415,1
Pullup Jump shot,Jump Shot,313,21100621,33.9963,111,48,-118.1588,4,3,0,14,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19062,15302,72,95.74,19060,29,4,1,6,5,3,14,254,1906,3.5262516952,2.4849899796,4.5325994932,2011,16002,0.4923397578,0.5076602422,1
Turnaround Fadeaway,Jump Shot,348,21100621,33.9483,-97,96,-118.3668,1,3,0,37,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19064,15302,72,95.74,19062,52,4,1,4,5,3,14,97,2063,3.5248387791,2.5650262776,4.9487598904,2011,16004,0.45835674,0.54164326,1
Step Back Jump shot,Jump Shot,375,21100621,33.9233,135,121,-118.1348,10,4,0,16,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19066,15302,72,95.74,19064,48,4,1,5,5,1,14,616,2264,3.5241020939,2.8904273119,5.1119877884,2011,16006,0.464340618,0.535659382,1
Fadeaway Jump Shot,Jump Shot,387,21100621,33.8933,-221,151,-118.4908,8,4,0,34,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19068,15302,72,95.74,19066,17,4,2,3,1,2,14,514,2366,3.5232173547,3.2581349988,5.2781146592,2011,16008,0.5846229769,0.4153770231,0
Jump Shot,Jump Shot,422,21100621,33.9043,214,140,-118.0558,4,4,0,32,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19070,15302,72,95.74,19068,26,4,2,5,1,2,14,272,2608,3.52354185,3.2189158241,5.2203558251,2011,16010,0.5642773212,0.4357226788,0
Jump Shot,Jump Shot,447,21100621,33.8203,-141,224,-118.4108,1,4,0,33,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19072,15302,72,95.74,19070,26,4,2,3,1,2,14,93,2787,3.5210612139,3.2581349988,5.5947113796,2011,16012,0.6161799069,0.3838200931,0
Layup Shot,Layup,493,21100621,34.0433,18,1,-118.2518,1,5,0,40,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19075,15302,72,95.74,19072,27,5,1,2,6,5,14,100,3500,3.5276332438,0.0009995003,3.8286413965,2011,16014,0.4480177909,0.5519822091,1
Step Back Jump shot,Jump Shot,520,21100621,33.9203,127,124,-118.1428,3,6,0,26,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/13/2012,LAL @ MEM,MEM,19077,15302,72,95.74,19074,48,4,1,5,5,1,14,206,4114,3.5240136552,2.8332721659,5.1298987149,2011,16016,0.4850266173,0.5149733827,1
Jump Shot,Jump Shot,67,21100631,33.8473,168,197,-118.1018,4,1,0,19,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19079,14840,72,93.67,19079,26,4,2,5,1,2,19,259,461,3.5218592325,3.2189158241,5.4889377262,2011,16018,0.5851177452,0.4148822548,0
Jump Shot,Jump Shot,103,21100631,33.7893,-52,255,-118.3218,1,1,0,49,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19081,14840,72,93.67,19081,26,4,2,2,1,2,19,109,611,3.5201441843,3.2581349988,5.7037824747,2011,16020,0.6122401558,0.3877598442,0
Jump Shot,Jump Shot,110,21100631,33.9673,-171,77,-118.4408,0,1,0,37,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19083,14840,72,93.67,19083,26,4,1,4,5,1,19,37,683,3.5253982971,2.8904273119,4.8040210447,2011,16022,0.5328320244,0.4671679756,0
Driving Dunk Shot,Dunk,198,21100631,34.0353,4,9,-118.2658,3,2,0,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19086,14840,72,93.67,19085,5,2,1,2,6,5,19,234,1206,3.5273982213,-6.907755279,3.9889840466,2011,16024,0.3053706593,0.6946293407,1
Jump Shot,Jump Shot,251,21100631,33.7943,-21,250,-118.2908,0,2,0,0,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19088,14840,72,93.67,19087,26,4,2,2,1,2,19,0,1440,3.5202921492,3.2189158241,5.6869753563,2011,16026,0.6363386027,0.3636613973,0
Driving Layup Shot,Layup,287,21100631,34.0323,-13,12,-118.2828,7,3,0,40,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19090,14840,72,93.67,19089,12,5,1,2,6,5,19,460,1700,3.5273100737,0.0009995003,4.0430512678,2011,16028,0.4367684216,0.5632315784,1
Jump Shot,Jump Shot,332,21100631,33.8173,-116,227,-118.3858,2,3,0,40,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19092,14840,72,93.67,19091,26,4,2,3,1,2,19,160,2000,3.5209725059,3.2189158241,5.6058020663,2011,16030,0.6035839587,0.3964160413,0
Jump Shot,Jump Shot,379,21100631,33.8003,-134,244,-118.4038,11,4,0,7,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19094,14840,72,93.67,19093,26,4,2,3,1,2,19,667,2213,3.5204696782,3.2958739024,5.6664266881,2011,16032,0.5969387872,0.4030612128,0
Layup Shot,Layup,428,21100631,34.0163,-5,28,-118.2748,6,4,0,51,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19096,14840,72,93.67,19095,27,5,1,2,6,5,19,411,2469,3.5268398215,0.6936470556,4.2904594411,2011,16034,0.413986791,0.586013209,1
Jump Shot,Jump Shot,508,21100631,34.0333,-177,11,-118.4468,0,4,0,0,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19098,14840,72,93.67,19097,26,4,1,4,5,1,19,0,2880,3.5273394571,2.8332721659,4.0253516907,2011,16036,0.5734963124,0.4265036876,0
Jump Shot,Jump Shot,532,21100631,34.0503,-174,-6,-118.4438,2,5,0,8,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2012,LAL @ NOH,NOH,19101,14840,72,93.67,19099,26,4,1,4,5,1,19,128,3472,3.5278388431,2.8332721659,3.6635616461,2011,16038,0.5817717417,0.4182282583,0
Driving Layup Shot,Layup,45,21100652,34.0413,17,3,-118.2528,8,1,0,19,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19103,15088,73,97.95,19103,12,5,1,2,6,5,17,499,221,3.5275744933,0.0009995003,3.8712010109,2011,16040,0.443416578,0.556583422,1
Jump Shot,Jump Shot,76,21100652,33.7843,-24,260,-118.2938,5,1,0,18,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19105,15088,73,97.95,19105,26,4,2,2,1,2,17,318,402,3.5199961975,3.2581349988,5.7203117766,2011,16042,0.6064645757,0.3935354243,0
Jump Bank Shot,Jump Shot,212,21100652,34.0133,84,31,-118.1858,4,2,0,9,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19107,15088,73,97.95,19107,24,4,1,6,5,3,17,249,1191,3.5267516246,2.0795665339,4.3307333403,2011,16044,0.4877113706,0.5122886294,1
Driving Dunk Shot,Dunk,242,21100652,34.0323,-18,12,-118.2878,0,2,0,51,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19109,15088,73,97.95,19109,5,2,1,2,6,5,17,51,1389,3.5273100737,0.6936470556,4.0430512678,2011,16046,0.4775956959,0.5224043041,1
Fadeaway Jump Shot,Jump Shot,305,21100652,33.9433,81,101,-118.1888,7,3,0,3,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19111,15088,73,97.95,19111,17,4,1,6,5,3,17,423,1737,3.5246914855,2.4849899796,4.9836066217,2011,16048,0.4936112616,0.5063887384,1
Pullup Jump shot,Jump Shot,334,21100652,33.9203,100,124,-118.1698,4,3,0,2,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19113,15088,73,97.95,19113,29,4,1,6,5,3,17,242,1918,3.5240136552,2.7081168655,5.1298987149,2011,16050,0.4924118413,0.5075881587,1
Fadeaway Jump Shot,Jump Shot,353,21100652,34.0183,113,26,-118.1568,2,3,0,12,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19115,15088,73,97.95,19115,17,4,1,6,5,3,17,132,2028,3.5268986151,2.3979861778,4.262679877,2011,16052,0.5150037966,0.4849962034,0
Jump Shot,Jump Shot,362,21100652,34.0323,233,12,-118.0368,1,3,0,13,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19117,15088,73,97.95,19117,26,4,2,6,7,2,17,73,2087,3.5273100737,3.1355376932,4.0430512678,2011,16054,0.5823807589,0.4176192411,0
Pullup Jump shot,Jump Shot,469,21100652,33.8953,105,149,-118.1648,4,4,0,14,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19119,15088,73,97.95,19119,29,4,1,5,5,1,17,254,2626,3.5232763617,2.8904273119,5.2678581591,2011,16056,0.5158102863,0.4841897137,0
Turnaround Jump Sho,Jump Shot,506,21100652,34.0413,-141,3,-118.4108,1,4,0,34,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/16/2012,LAL vs. MIN,MIN,19121,15088,73,97.95,19121,55,4,1,4,5,3,17,94,2786,3.5275744933,2.6391287556,3.8712010109,2011,16058,0.4744392489,0.5255607511,1
Jump Shot,Jump Shot,53,21100669,33.8363,-169,208,-118.4388,5,1,0,13,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/18/2012,LAL vs. UTA,UTA,19123,14838,72,97.97,19123,26,4,2,3,1,2,31,313,407,3.5215341907,3.2581349988,5.5333894887,2011,16060,0.5908685221,0.4091314779,0
Jump Shot,Jump Shot,101,21100669,33.9963,15,48,-118.2548,1,1,0,34,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/18/2012,LAL vs. UTA,UTA,19126,14838,72,97.97,19125,26,4,1,2,3,5,31,94,626,3.5262516952,1.6096378924,4.5325994932,2011,16062,0.4448354732,0.5551645268,1
Jump Shot,Jump Shot,202,21100669,33.7923,77,252,-118.1928,4,2,0,44,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/18/2012,LAL vs. UTA,UTA,19128,14838,72,97.97,19127,26,4,2,2,1,2,31,284,1156,3.5202329659,3.2581349988,5.6937321388,2011,16064,0.5862367955,0.4137632045,0
Jump Shot,Jump Shot,274,21100669,33.8523,-166,192,-118.4358,10,3,0,29,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/18/2012,LAL vs. UTA,UTA,19130,14838,72,97.97,19129,26,4,2,3,1,2,31,629,1531,3.5220069439,3.2189158241,5.4680601411,2011,16066,0.5572171487,0.4427828513,0
Jump Shot,Jump Shot,359,21100669,33.9863,-62,58,-118.3318,4,3,0,30,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/18/2012,LAL vs. UTA,UTA,19132,14838,72,97.97,19131,26,4,1,4,3,3,31,270,1890,3.5259575022,2.0795665339,4.6347289882,2011,16068,0.4675613605,0.5324386395,1
Jump Shot,Jump Shot,481,21100669,33.8913,-134,153,-118.4038,7,4,0,11,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/18/2012,LAL vs. UTA,UTA,19135,14838,72,97.97,19133,26,4,1,3,5,1,31,431,2449,3.5231583443,2.9957822723,5.2882670307,2011,16070,0.5210869189,0.4789130811,0
Finger Roll Layup S,Layup,504,21100669,33.9923,0,52,-118.2698,5,4,0,58,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/18/2012,LAL vs. UTA,UTA,19137,14838,72,97.97,19135,18,5,1,2,3,5,31,358,2522,3.5261340284,1.6096378924,4.5747109785,2011,16072,0.4308920355,0.5691079645,1
Jump Shot,Jump Shot,522,21100669,33.8053,-128,239,-118.3978,3,4,0,41,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/18/2012,LAL vs. UTA,UTA,19139,14838,72,97.97,19137,26,4,2,3,1,2,31,221,2659,3.5206175949,3.2958739024,5.6489742382,2011,16074,0.5949096337,0.4050903663,0
Jump Shot,Jump Shot,14,21100679,33.9843,31,60,-118.2388,10,1,0,45,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19142,16060,68,98.85,19142,26,4,1,2,3,5,11,645,75,3.5258986533,1.791926122,4.6539603502,2011,16076,0.4680771615,0.5319228385,1
Turnaround Jump Sho,Jump Shot,50,21100679,34.0103,141,34,-118.1288,5,1,0,39,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19144,16060,68,98.85,19144,55,4,1,6,5,3,11,339,381,3.5266634199,2.6391287556,4.3694478525,2011,16078,0.4813259056,0.5186740944,1
Jump Shot,Jump Shot,142,21100679,33.9263,177,118,-118.0928,7,2,0,25,21,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19147,16060,68,98.85,19146,26,4,1,6,5,1,11,445,995,3.5241905248,3.0445700556,5.0937502008,2011,16080,0.5560983356,0.4439016644,0
Jump Shot,Jump Shot,171,21100679,33.9693,236,75,-118.0338,4,2,0,39,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19149,16060,68,98.85,19148,26,4,2,6,7,2,11,279,1161,3.5254571755,3.1780954961,4.7874917428,2011,16082,0.5946579525,0.4053420475,0
Jump Shot,Jump Shot,190,21100679,34.0243,155,20,-118.1148,4,2,0,4,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19152,16060,68,98.85,19150,26,4,1,6,5,3,11,244,1196,3.5270749752,2.7081168655,4.1743872699,2011,16084,0.563390102,0.436609898,0
Layup Shot,Layup,227,21100679,34.0323,-24,12,-118.2938,0,2,0,0,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19154,16060,68,98.85,19152,27,5,1,2,6,5,11,0,1440,3.5273100737,0.6936470556,4.0430512678,2011,16086,0.5247972505,0.4752027495,0
Jump Shot,Jump Shot,263,21100679,33.7243,2,320,-118.2678,8,3,0,29,32,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19156,16060,68,98.85,19154,26,4,2,2,1,2,11,509,1651,3.5182186458,3.4657671523,5.8998973536,2011,16088,0.6737784634,0.3262215366,0
Jump Shot,Jump Shot,309,21100679,33.8553,122,189,-118.1478,4,3,0,28,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19158,16060,68,98.85,19156,26,4,1,5,5,1,11,268,1892,3.5220955602,3.0910879069,5.4553211154,2011,16090,0.5878010238,0.4121989762,0
Turnaround Jump Sho,Jump Shot,354,21100679,34.0103,72,34,-118.1978,1,3,0,38,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19160,16060,68,98.85,19158,55,4,1,2,3,5,11,98,2062,3.5266634199,1.946052996,4.3694478525,2011,16092,0.4635176308,0.5364823692,1
Jump Shot,Jump Shot,470,21100679,33.8033,86,241,-118.1838,3,4,0,58,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19162,16060,68,98.85,19160,26,4,2,5,1,2,11,238,2642,3.5205584309,3.2189158241,5.6559918108,2011,16094,0.6359458199,0.3640541801,0
Turnaround Fadeaway,Jump Shot,485,21100679,34.0473,-136,-3,-118.4058,2,4,0,15,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19164,16060,68,98.85,19162,52,4,1,4,5,3,11,135,2745,3.5277507343,2.5650262776,3.7376696183,2011,16096,0.5503621372,0.4496378628,0
Pullup Jump shot,Jump Shot,505,21100679,33.8433,95,201,-118.1748,0,4,0,50,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19166,16060,68,98.85,19164,29,4,1,5,5,1,11,50,2830,3.5217410477,3.0910879069,5.5053315359,2011,16098,0.5911444897,0.4088555103,0
Jump Shot,Jump Shot,522,21100679,33.8433,144,201,-118.1258,0,4,0,4,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/20/2012,LAL @ HOU,HOU,19168,16060,68,98.85,19166,26,4,2,5,1,2,11,4,2876,3.5217410477,3.1780954961,5.5053315359,2011,16100,0.6553757926,0.3446242074,0
Pullup Bank shot,Bank Shot,25,21100692,34.0103,65,34,-118.2048,8,1,0,40,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/21/2012,LAL @ DAL,DAL,19171,15734,71,96.63,19170,28,1,1,2,3,5,7,520,200,3.5266634199,1.946052996,4.3694478525,2011,16102,0.4563676593,0.5436323407,1
Jump Shot,Jump Shot,63,21100692,33.8503,-23,194,-118.2928,5,1,0,19,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/21/2012,LAL @ DAL,DAL,19173,15734,71,96.63,19172,26,4,1,2,5,1,7,319,401,3.5219478619,2.9444916094,5.4764635519,2011,16104,0.5657959785,0.4342040215,0
Step Back Jump shot,Jump Shot,98,21100692,34.0243,-155,20,-118.4248,0,1,0,30,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/21/2012,LAL @ DAL,DAL,19175,15734,71,96.63,19174,48,4,1,4,5,3,7,30,690,3.5270749752,2.7081168655,4.1743872699,2011,16106,0.5108052365,0.4891947635,0
Jump Shot,Jump Shot,199,21100692,33.8603,62,184,-118.2078,2,2,0,5,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/21/2012,LAL @ DAL,DAL,19178,15734,71,96.63,19176,26,4,1,5,5,1,7,125,1315,3.5222432367,2.9444916094,5.4337220036,2011,16108,0.5775578679,0.4224421321,0
