"action_type","combined_shot_type","game_event_id","game_id","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","team_id","team_name","game_date","matchup","opponent","shot_id","attendance","arena_temp","avgnoisedb","rannum","action_type_int","combined_shot_type_int","shot_type_int","shot_zone_are_int","shot_zone_basic_int","shot_zone_range_int","opponent_int","time_remaining_period","game_time","log_lat","log_shot_distance","log_loc_y"
"Fadeaway Jump Shot","Jump Shot",311,20900516,34.0143,-150,30,-118.4198,5,3,0,"2009",55,15,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/6/2010","LAL @ LAC","LAC",15666,14333,70,95.6,15675,17,4,1,4,5,3,13,355,1805,3.52678102442902,2.70811686554675,4.29045944114839
"Jump Shot","Jump Shot",322,20900516,33.7753,-30,269,-118.2998,5,3,0,"2009",27,27,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/6/2010","LAL @ LAC","LAC",15667,14333,70,95.6,15676,26,4,2,2,1,2,13,327,1833,3.51972976611622,3.29587390235551,5.74300318780948
"Driving Hook Shot","Hook Shot",450,20900516,34.0183,-68,26,-118.3378,3,4,0,"2009",17,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/6/2010","LAL @ LAC","LAC",15674,14333,70,95.6,15677,10,3,1,2,3,5,13,197,2683,3.52689861511362,1.94605299599506,4.23410650459726
"Jump Shot","Jump Shot",185,20900527,34.0273,141,17,-118.1288,3,2,0,"2009",51,14,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/8/2010","LAL @ POR","POR",15692,15866,70,95.08,15714,26,4,1,6,5,3,26,231,1209,3.52716314360782,2.63912875563579,4.0943445622221
"Jump Shot","Jump Shot",4,20900543,33.8203,-133,224,-118.4028,11,1,0,"2009",30,26,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/10/2010","LAL vs. MIL","MIL",15715,14016,73,92.37,15735,26,4,2,3,1,2,16,690,30,3.52106121392193,3.25813499882032,5.58724865840025
"Turnaround Jump Shot","Jump Shot",24,20900556,33.9453,108,99,-118.1618,8,1,0,"2009",29,14,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/12/2010","LAL @ SAS","SAS",15736,17112,71,98.11,15744,55,4,1,6,5,3,28,509,211,3.52475040554045,2.63912875563579,4.95582705760126
"Pullup Jump shot","Jump Shot",192,20900556,33.9213,146,123,-118.1238,2,2,0,"2009",56,19,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/12/2010","LAL @ SAS","SAS",15744,17112,71,98.11,15745,29,4,1,5,5,1,28,176,1264,3.524043135661,2.94449160936039,5.11198778835654
"Jump Shot","Jump Shot",116,20900564,33.8163,130,228,-118.1398,1,1,0,"2009",6,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/13/2010","LAL @ DAL","DAL",15746,14350,69,90.06,15756,26,4,2,5,1,2,7,66,654,3.52094293476524,3.25813499882032,5.6021188208797
"Jump Shot","Jump Shot",108,20900582,34.0323,190,12,-118.0798,2,1,0,"2009",20,19,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/15/2010","LAL vs. LAC","LAC",15758,17025,69,94.21,15773,26,4,1,6,5,1,13,140,580,3.52731007365175,2.94449160936039,4.00733318523247
"Jump Shot","Jump Shot",167,20900582,34.0303,67,14,-118.2028,7,2,0,"2009",59,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/15/2010","LAL vs. LAC","LAC",15760,17025,69,94.21,15774,26,4,1,2,3,5,13,479,961,3.52725130422476,1.79192612200738,4.04305126783455
"Jump Shot","Jump Shot",211,20900582,34.0353,138,9,-118.1318,3,2,0,"2009",31,13,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/15/2010","LAL vs. LAC","LAC",15766,17025,69,94.21,15775,26,4,1,6,5,3,13,211,1229,3.52739822131677,2.56502627758003,3.95124371858143
"Jump Shot","Jump Shot",228,20900582,33.9043,89,140,-118.1808,2,2,0,"2009",0,16,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/15/2010","LAL vs. LAC","LAC",15767,17025,69,94.21,15776,26,4,1,5,5,1,13,120,1320,3.52354185000025,2.77265122028674,5.20948615284142
"Driving Layup Shot","Layup",291,20900605,34.0443,0,0,-118.2698,4,3,0,"2009",8,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/18/2010","LAL vs. ORL","ORL",15789,13767,67,96.49,15795,12,5,1,2,6,5,23,248,1912,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",256,20900621,34.0023,-7,42,-118.2768,0,2,0,"2009",28,4,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/21/2010","LAL @ CLE","CLE",15810,14084,69,92.92,15824,26,4,1,2,3,5,6,28,1412,3.52642816938703,1.3865443298751,4.44265125649032
"Jump Shot","Jump Shot",376,20900621,33.9613,-98,83,-118.3678,2,3,0,"2009",4,12,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/21/2010","LAL @ CLE","CLE",15818,14084,69,92.92,15825,26,4,1,4,5,3,6,124,2036,3.52522164104027,2.4849899796493,4.83628190695148
"Jump Shot","Jump Shot",385,20900621,33.9423,-158,102,-118.4278,0,3,0,"2009",0,18,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/21/2010","LAL @ CLE","CLE",15820,14084,69,92.92,15826,26,4,1,4,5,1,6,0,2160,3.52466202415705,2.89042731190857,4.97673374242057
"Jump Shot","Jump Shot",109,20900632,33.8713,181,173,-118.0888,0,1,0,"2009",37,25,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/22/2010","LAL @ NYK","NYK",15830,13241,71,88.7,15848,26,4,2,5,1,2,21,37,683,3.52256804814212,3.21891582406822,5.37527840768417
"Jump Shot","Jump Shot",432,20900632,33.9173,236,127,-118.0338,6,4,0,"2009",35,26,NA,"3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/22/2010","LAL @ NYK","NYK",15844,13241,71,88.7,15849,26,4,2,5,1,2,21,395,2485,3.52392520869893,3.25813499882032,5.13579843705026
"Jump Shot","Jump Shot",508,20900632,33.8503,-220,194,-118.4898,0,4,0,"2009",36,29,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","1/22/2010","LAL @ NYK","NYK",15850,13241,71,88.7,15850,26,4,2,3,1,2,21,36,2844,3.52194786194826,3.36733031215058,5.46806014113513
"Jump Shot","Jump Shot",142,20900648,33.9023,-79,142,-118.3488,9,2,0,"2009",32,16,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/24/2010","LAL @ TOR","TOR",15857,13672,70,90.71,15870,26,4,1,3,5,1,30,572,868,3.5234828586926,2.77265122028674,5.22035582507832
"Driving Dunk Shot","Dunk",275,20900648,34.0383,-7,6,-118.2768,9,3,0,"2009",54,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/24/2010","LAL @ TOR","TOR",15863,13672,70,90.71,15871,5,2,1,2,6,5,30,594,1566,3.52748636121247,-6.90775527898214,3.89182029811063
"Jump Shot","Jump Shot",446,20900648,33.9663,-4,78,-118.2738,4,4,0,"2009",56,7,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","1/24/2010","LAL @ TOR","TOR",15869,13672,70,90.71,15872,26,4,1,2,3,5,30,296,2584,3.52536885660535,1.94605299599506,4.79579054559674
"Jump Shot","Jump Shot",485,20900648,34.0303,-198,14,-118.4678,1,4,0,"2009",0,19,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/24/2010","LAL @ TOR","TOR",15872,13672,70,90.71,15873,26,4,1,4,5,1,30,60,2820,3.52725130422476,2.94449160936039,4.04305126783455
"Fadeaway Jump Shot","Jump Shot",495,20900648,34.0353,226,9,-118.0438,0,4,0,"2009",12,22,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","1/24/2010","LAL @ TOR","TOR",15873,13672,70,90.71,15874,17,4,2,6,7,2,30,12,2868,3.52739822131677,3.09108790687074,3.95124371858143
"Jump Shot","Jump Shot",304,20900658,34.0523,-101,-8,-118.3708,2,3,0,"2009",50,10,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/26/2010","LAL @ WAS","WAS",15884,13476,71,93.52,15888,26,4,1,4,5,3,33,170,1990,3.52789757803821,2.30268508799438,3.55534806148941
"Jump Bank Shot","Jump Shot",307,20900658,33.9893,-136,55,-118.4058,2,3,0,"2009",10,14,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/26/2010","LAL @ WAS","WAS",15885,13476,71,93.52,15889,24,4,1,4,5,3,33,130,2030,3.52604576920352,2.63912875563579,4.58496747867057
"Pullup Jump shot","Jump Shot",39,20900664,33.8333,18,211,-118.2518,8,1,0,"2009",34,21,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/27/2010","LAL @ IND","IND",15891,15607,70,95.62,15902,29,4,1,2,5,1,12,514,206,3.52144552459157,3.04457005563729,5.53733426701854
"Jump Shot","Jump Shot",332,20900664,33.8543,118,190,-118.1518,6,3,0,"2009",28,22,NA,"2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/27/2010","LAL @ IND","IND",15898,15607,70,95.62,15903,26,4,1,5,5,1,12,388,1772,3.52206602230973,3.09108790687074,5.4510384535657
"Jump Shot","Jump Shot",396,20900664,33.9783,-149,66,-118.4188,0,3,0,"2009",27,16,NA,"2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/27/2010","LAL @ IND","IND",15900,15607,70,95.62,15904,26,4,1,4,5,1,12,27,2133,3.5257220855632,2.77265122028674,4.69134788222914
"Jump Shot","Jump Shot",170,20900696,33.9233,86,121,-118.1838,5,2,0,"2009",50,14,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/31/2010","LAL @ BOS","BOS",15932,15584,69,93.9,15943,26,4,1,6,5,3,3,350,1090,3.52410209392741,2.63912875563579,5.0998664278242
"Jump Shot","Jump Shot",349,20900696,33.8313,-4,213,-118.2738,11,4,0,"2009",44,21,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/31/2010","LAL @ BOS","BOS",15940,15584,69,93.9,15944,26,4,1,2,5,1,3,704,2176,3.52138640948558,3.04457005563729,5.54517744447956
"Jump Shot","Jump Shot",414,20900696,33.9503,-98,94,-118.3678,5,4,0,"2009",3,13,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","1/31/2010","LAL @ BOS","BOS",15944,15584,69,93.9,15945,26,4,1,4,5,3,3,303,2577,3.52489769048996,2.56502627758003,4.91998092582813
"Jump Shot","Jump Shot",433,20900696,33.9103,-125,134,-118.3948,2,4,0,"2009",9,18,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","1/31/2010","LAL @ BOS","BOS",15945,15584,69,93.9,15946,26,4,1,3,5,1,3,129,2751,3.52371880304622,2.89042731190857,5.17614973257383
"Pullup Jump shot","Jump Shot",329,20900706,33.8983,-78,146,-118.3478,7,3,0,"2009",58,16,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/1/2010","LAL @ MEM","MEM",15963,16246,69,99.14,15973,29,4,1,3,5,1,14,478,1682,3.52336486563635,2.77265122028674,5.24174701505964
"Jump Shot","Jump Shot",484,20900706,33.9833,226,61,-118.0438,4,4,0,"2009",56,23,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","2/1/2010","LAL @ MEM","MEM",15970,16246,69,99.14,15974,26,4,2,6,7,2,14,296,2584,3.5258692274789,3.13553769324487,4.64439089914137
"Layup Shot","Layup",86,20900727,34.0443,0,0,-118.2698,1,1,0,"2009",53,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/3/2010","LAL vs. CHA","CHA",15977,14550,71,96.93,15984,27,5,1,2,6,5,4,113,607,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",248,20900727,33.7653,13,279,-118.2568,11,3,0,"2009",14,27,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","2/3/2010","LAL vs. CHA","CHA",15982,14550,71,96.93,15985,26,4,2,2,1,2,4,674,1486,3.51943364792736,3.29587390235551,5.77455154554441
"Jump Shot","Jump Shot",316,20900727,33.8553,54,189,-118.2158,5,3,0,"2009",6,19,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/3/2010","LAL vs. CHA","CHA",15985,14550,71,96.93,15986,26,4,1,2,5,1,4,306,1854,3.52209556021868,2.94449160936039,5.44673737166631
"Jump Shot","Jump Shot",140,20900740,33.9313,181,113,-118.0888,10,2,0,"2009",7,21,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","2/5/2010","LAL vs. DEN","DEN",15995,15687,72,97.12,16006,26,4,1,6,5,1,8,607,833,3.52433789223841,3.04457005563729,5.04985600724954
"Jump Shot","Jump Shot",409,20900740,33.9483,-114,96,-118.3838,8,4,0,"2009",15,14,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/5/2010","LAL vs. DEN","DEN",16004,15687,72,97.12,16007,26,4,1,4,5,3,8,495,2385,3.52483877911328,2.63912875563579,4.93447393313069
"Layup Shot","Layup",461,20900740,34.0443,0,0,-118.2698,4,4,0,"2009",19,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/5/2010","LAL vs. DEN","DEN",16005,15687,72,97.12,16008,27,5,1,2,6,5,8,259,2621,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",68,20900841,33.9993,42,45,-118.2278,4,1,0,"2009",20,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/23/2010","LAL @ MEM","MEM",16011,16466,75,96.07,16025,26,4,1,2,3,5,14,260,460,3.52633993616893,1.79192612200738,4.47733681447821
"Reverse Layup Shot","Layup",279,20900841,34.0443,0,0,-118.2698,8,3,0,"2009",47,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/23/2010","LAL @ MEM","MEM",16019,16466,75,96.07,16026,34,5,1,2,6,5,14,527,1633,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",349,20900841,34.0383,239,6,-118.0308,2,3,0,"2009",7,23,NA,"3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.",1610612747,"Los Angeles Lakers","2/23/2010","LAL @ MEM","MEM",16021,16466,75,96.07,16027,26,4,2,6,7,2,14,127,2033,3.52748636121247,3.13553769324487,3.89182029811063
"Running Layup Shot","Layup",61,20900869,34.0443,0,0,-118.2698,4,1,0,"2009",50,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/26/2010","LAL vs. PHI","PHI",16051,13894,70,98.36,16064,42,5,1,2,6,5,24,290,430,3.52766261770137,-6.90775527898214,3.76120011569356
"Layup Shot","Layup",377,20900869,34.0443,0,0,-118.2698,7,4,0,"2009",27,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/26/2010","LAL vs. PHI","PHI",16065,13894,70,98.36,16065,27,5,1,2,6,5,24,447,2433,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",400,20900869,33.9533,-116,91,-118.3858,5,4,0,"2009",43,14,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","2/26/2010","LAL vs. PHI","PHI",16066,13894,70,98.36,16066,26,4,1,4,5,3,24,343,2537,3.52498605104822,2.63912875563579,4.89783979995091
"Layup Shot","Layup",443,20900879,34.0443,0,0,-118.2698,10,4,0,"2009",26,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","2/28/2010","LAL vs. DEN","DEN",16076,13094,70,89.06,16083,27,5,1,2,6,5,8,626,2254,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",279,20900898,33.8253,-45,219,-118.3148,11,3,0,"2009",19,22,NA,"2PT Field Goal","Center(C)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/2/2010","LAL vs. IND","IND",16091,15756,69,95.09,16096,26,4,1,2,5,1,12,679,1481,3.52120904319712,3.09108790687074,5.5683445037611
"Layup Shot","Layup",314,20900898,34.0443,0,0,-118.2698,7,3,0,"2009",10,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/2/2010","LAL vs. IND","IND",16094,15756,69,95.09,16097,27,5,1,2,6,5,12,430,1730,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",84,20900912,33.9963,47,48,-118.2228,3,1,0,"2009",35,6,NA,"2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/4/2010","LAL @ MIA","MIA",16101,15014,70,95.67,16121,26,4,1,2,3,5,15,215,505,3.52625169516504,1.79192612200738,4.51085950651685
"Driving Layup Shot","Layup",198,20900912,34.0443,0,0,-118.2698,4,2,0,"2009",7,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/4/2010","LAL @ MIA","MIA",16104,15014,70,95.67,16122,12,5,1,2,6,5,15,247,1193,3.52766261770137,-6.90775527898214,3.76120011569356
"Driving Layup Shot","Layup",367,20900912,34.0443,0,0,-118.2698,10,4,0,"2009",11,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/4/2010","LAL @ MIA","MIA",16113,15014,70,95.67,16123,12,5,1,2,6,5,15,611,2269,3.52766261770137,-6.90775527898214,3.76120011569356
"Turnaround Jump Shot","Jump Shot",376,20900912,33.9403,105,104,-118.1648,8,4,0,"2009",56,14,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/4/2010","LAL @ MIA","MIA",16114,15014,70,95.67,16124,55,4,1,6,5,3,15,536,2344,3.52460309889489,2.63912875563579,4.99043258677874
"Driving Layup Shot","Layup",408,20900912,34.0443,0,0,-118.2698,5,4,0,"2009",54,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/4/2010","LAL @ MIA","MIA",16115,15014,70,95.67,16125,12,5,1,2,6,5,15,354,2526,3.52766261770137,-6.90775527898214,3.76120011569356
"Fadeaway Jump Shot","Jump Shot",23,20900914,33.9393,61,105,-118.2088,9,1,0,"2009",1,12,NA,"2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.",1610612747,"Los Angeles Lakers","3/5/2010","LAL @ CHA","CHA",16127,12700,68,93.23,16141,17,4,1,6,3,3,4,541,179,3.52457363496169,2.4849899796493,4.99721227376411
"Jump Shot","Jump Shot",59,20900914,33.8033,-93,241,-118.3628,6,1,0,"2009",14,25,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","3/5/2010","LAL @ CHA","CHA",16128,12700,68,93.23,16142,26,4,2,3,1,2,4,374,346,3.52055843085926,3.21891582406822,5.64897423816121
"Jump Bank Shot","Jump Shot",305,20900914,33.9943,-116,50,-118.3858,10,3,0,"2009",41,12,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/5/2010","LAL @ CHA","CHA",16138,12700,68,93.23,16143,24,4,1,4,5,3,4,641,1519,3.526192863503,2.4849899796493,4.53259949315326
"Reverse Layup Shot","Layup",336,20900914,34.0443,0,0,-118.2698,7,3,0,"2009",1,0,NA,"2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.",1610612747,"Los Angeles Lakers","3/5/2010","LAL @ CHA","CHA",16139,12700,68,93.23,16144,34,5,1,2,6,5,4,421,1739,3.52766261770137,-6.90775527898214,3.76120011569356
"Jump Shot","Jump Shot",381,20900914,33.9123,-218,132,-118.4878,2,3,0,"2009",43,25,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","3/5/2010","LAL @ CHA","CHA",16142,12700,68,93.23,16145,26,4,2,3,1,2,4,163,1997,3.52377778043725,3.21891582406822,5.16478597392351
"Fadeaway Jump Shot","Jump Shot",444,20900914,34.0403,160,4,-118.1098,9,4,0,"2009",48,16,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/5/2010","LAL @ CHA","CHA",16144,12700,68,93.23,16146,17,4,1,6,5,1,4,588,2292,3.52754511682732,2.77265122028674,3.85014760171006
"Turnaround Bank shot","Bank Shot",40,20900935,33.9963,-101,48,-118.3708,8,1,0,"2009",38,11,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/7/2010","LAL @ ORL","ORL",16148,13280,70,93.05,16172,51,1,1,4,5,3,23,518,202,3.52625169516504,2.3979861777573,4.51085950651685
"Jump Shot","Jump Shot",63,20900935,33.8693,-183,175,-118.4528,6,1,0,"2009",16,25,NA,"3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","3/7/2010","LAL @ ORL","ORL",16151,13280,70,93.05,16173,26,4,2,3,1,2,23,376,344,3.52250899935895,3.21891582406822,5.38449506278909
"Turnaround Jump Shot","Jump Shot",310,20900935,33.9013,-92,143,-118.3618,11,3,0,"2009",49,17,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/7/2010","LAL @ ORL","ORL",16156,13280,70,93.05,16174,55,4,1,3,5,1,23,709,1451,3.52345336173373,2.83327216585559,5.2257466737132
"Turnaround Fadeaway shot","Jump Shot",502,20900935,33.9993,114,45,-118.1558,6,4,0,"2009",41,12,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/7/2010","LAL @ ORL","ORL",16165,13280,70,93.05,16175,52,4,1,6,5,3,23,401,2479,3.52633993616893,2.4849899796493,4.47733681447821
"Jump Shot","Jump Shot",513,20900935,33.7863,-48,258,-118.3178,6,4,0,"2009",9,26,NA,"3PT Field Goal","Center(C)","Above the Break 3","24+ ft.",1610612747,"Los Angeles Lakers","3/7/2010","LAL @ ORL","ORL",16166,13280,70,93.05,16176,26,4,2,2,1,2,23,369,2511,3.52005539487862,3.25813499882032,5.70711026474888
"Turnaround Bank shot","Bank Shot",80,20900952,34.0183,-90,26,-118.3598,3,1,0,"2009",34,9,NA,"2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/9/2010","LAL vs. TOR","TOR",16179,14946,73,96.59,16194,51,1,1,4,5,3,30,214,506,3.52689861511362,2.19733568227495,4.23410650459726
"Fadeaway Jump Shot","Jump Shot",541,20900952,34.0303,88,14,-118.1818,2,4,0,"2009",45,8,NA,"2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.",1610612747,"Los Angeles Lakers","3/9/2010","LAL vs. TOR","TOR",16193,14946,73,96.59,16195,17,4,1,6,5,3,30,165,2715,3.52725130422476,2.07956653386799,4.04305126783455
"Fadeaway Jump Shot","Jump Shot",593,20900952,34.0473,170,-3,-118.0998,0,4,0,"2009",1,17,NA,"2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/9/2010","LAL vs. TOR","TOR",16196,14946,73,96.59,16196,17,4,1,6,5,1,30,1,2879,3.52775073429731,2.83327216585559,3.68887945411394
"Jump Shot","Jump Shot",64,20900974,33.9093,-101,135,-118.3708,5,1,0,"2009",29,16,NA,"2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.",1610612747,"Los Angeles Lakers","3/12/2010","LAL @ PHX","PHX",16198,13004,65,93.62,16211,26,4,1,3,5,1,25,329,391,3.52368931304627,2.77265122028674,5.18178355029209
